Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-1545,Kepler-1545,0.84,0.05,0.04,0.80,0.05,0.05,,,,,,-0.06,0.17,0.14,5201.0,84.4,136.4,,,,,Kepler-1545.xml
Kepler-1546,Kepler-1546,0.95,0.07,0.11,0.93,0.09,0.17,,,,,,0.01,0.17,0.14,5623.0,260.2,325.5,,,,,Kepler-1546.xml
Kepler-1547,Kepler-1547,1.12,0.08,0.10,1.18,0.14,0.36,,,,,,0.04,0.15,0.13,6078.0,139.2,94.5,,,,,Kepler-1547.xml
Kepler-1548,Kepler-1548,0.99,0.05,0.04,0.97,0.07,0.19,,,,,,0.05,0.16,0.14,5706.0,77.2,63.4,,,,,Kepler-1548.xml
Kepler-1549,Kepler-1549,0.88,0.05,0.04,0.84,0.05,0.07,,,,,,0.02,0.16,0.15,5324.0,124.1,103.6,,,,,Kepler-1549.xml
Kepler-155,Kepler-155|KOI-438|KIC 12302530,0.6350,0.0160,0.0160,0.620,.029,0.029,,,,,,,,,4508,100,100,,,,,Kepler-155.xml
Kepler-1550,Kepler-1550,1.07,0.08,0.10,1.11,0.14,0.26,,,,,,0.01,0.18,0.12,5991.0,159.4,161.1,,,,,Kepler-1550.xml
Kepler-1551,Kepler-1551,1.14,0.09,0.17,1.22,0.18,0.42,,,,,,0.01,0.17,0.14,6136.0,164.7,242.3,,,,,Kepler-1551.xml
Kepler-1552,Kepler-1552,0.85,0.04,0.03,0.78,0.02,0.02,,,,,,-0.07,0.11,0.10,5202.0,75.4,85.4,,,,,Kepler-1552.xml
Kepler-1553,Kepler-1553,0.85,0.05,0.04,0.81,0.05,0.06,,,,,,-0.09,0.17,0.14,5288.0,66.7,98.8,,,,,Kepler-1553.xml
Kepler-1554,Kepler-1554,0.84,0.06,0.05,0.81,0.06,0.06,,,,,,-0.10,0.18,0.17,5297.0,97.4,102.5,,,,,Kepler-1554.xml
Kepler-1555,Kepler-1555,1.04,0.06,0.06,1.06,0.10,0.30,,,,,,0.03,0.17,0.14,5866.0,82.6,71.5,,,,,Kepler-1555.xml
Kepler-1556,Kepler-1556,0.97,0.05,0.05,0.95,0.07,0.19,,,,,,0.08,0.16,0.16,5608.0,91.9,69.1,,,,,Kepler-1556.xml
Kepler-1557,Kepler-1557,1.11,0.10,0.14,1.17,0.15,0.38,,,,,,0.02,0.17,0.14,6099.0,191.5,112.0,,,,,Kepler-1557.xml
Kepler-1558,Kepler-1558,0.83,0.04,0.04,0.79,0.04,0.04,,,,,,0.00,0.16,0.15,5101.0,59.7,59.2,,,,,Kepler-1558.xml
Kepler-1559,Kepler-1559,0.86,0.05,0.04,0.82,0.05,0.06,,,,,,-0.04,0.17,0.16,5316.0,97.9,98.6,,,,,Kepler-1559.xml
Kepler-156,Kepler-156|KOI-440|KIC 2438264,0.7370,0.0680,0.0680,0.807,.053,0.053,,,,,,,,,5094,100,100,,,,,Kepler-156.xml
Kepler-1560,Kepler-1560,1.02,0.06,0.06,1.02,0.10,0.20,,,,,,0.04,0.15,0.14,5815.0,136.3,103.3,,,,,Kepler-1560.xml
Kepler-1561,Kepler-1561,1.07,0.09,0.12,1.11,0.15,0.27,,,,,,0.04,0.16,0.14,5957.0,233.9,196.6,,,,,Kepler-1561.xml
Kepler-1562,Kepler-1562,1.02,0.05,0.06,1.05,0.11,0.29,,,,,,0.11,0.14,0.15,5760.0,74.0,63.3,,,,,Kepler-1562.xml
Kepler-1563,Kepler-1563,1.00,0.05,0.05,0.99,0.08,0.15,,,,,,0.02,0.17,0.14,5765.0,106.7,100.2,,,,,Kepler-1563.xml
Kepler-1564,Kepler-1564,0.93,0.05,0.04,0.90,0.05,0.11,,,,,,0.03,0.16,0.14,5528.0,90.4,77.1,,,,,Kepler-1564.xml
Kepler-1565,Kepler-1565,0.76,0.06,0.04,0.73,0.06,0.04,,,,,,-0.16,0.23,0.16,4940.0,52.6,81.9,,,,,Kepler-1565.xml
Kepler-1566,Kepler-1566,0.84,0.05,0.04,0.81,0.05,0.06,,,,,,-0.07,0.16,0.14,5254.0,89.6,97.8,,,,,Kepler-1566.xml
Kepler-1567,Kepler-1567,0.95,0.06,0.06,0.93,0.07,0.13,,,,,,-0.03,0.16,0.14,5655.0,167.8,149.0,,,,,Kepler-1567.xml
Kepler-1568,Kepler-1568,1.09,0.04,0.04,1.19,0.13,0.18,,,,,,0.09,0.08,0.08,5956.0,55.4,69.0,,,,,Kepler-1568.xml
Kepler-1569,Kepler-1569,1.25,0.13,0.21,1.40,0.25,0.61,,,,,,0.06,0.14,0.13,6319.0,219.9,179.7,,,,,Kepler-1569.xml
Kepler-157,Kepler-157|KOI-442|KIC 3745690,1.0280,0.0970,0.0970,1.044,.200,0.200,,,,,,,,,5774,25,125,,,,,Kepler-157.xml
Kepler-1570,Kepler-1570,0.92,0.07,0.09,0.89,0.08,0.15,,,,,,-0.04,0.17,0.15,5550.0,239.6,289.6,,,,,Kepler-1570.xml
Kepler-1571,Kepler-1571,1.23,0.16,0.25,1.39,0.30,0.62,,,,,,0.04,0.16,0.13,6297.0,313.5,339.1,,,,,Kepler-1571.xml
Kepler-1572,Kepler-1572,0.97,0.04,0.04,0.95,0.07,0.19,,,,,,0.08,0.14,0.14,5618.0,70.6,62.9,,,,,Kepler-1572.xml
Kepler-1573,Kepler-1573,1.01,0.05,0.05,1.00,0.08,0.18,,,,,,0.02,0.16,0.14,5808.0,98.5,84.1,,,,,Kepler-1573.xml
Kepler-1574,Kepler-1574,1.06,0.06,0.06,1.08,0.10,0.23,,,,,,0.08,0.15,0.14,5892.0,107.3,85.1,,,,,Kepler-1574.xml
Kepler-1575,Kepler-1575,0.95,0.06,0.06,0.92,0.07,0.14,,,,,,-0.07,0.19,0.15,5667.0,92.4,140.1,,,,,Kepler-1575.xml
Kepler-1576,Kepler-1576,1.05,0.07,0.07,1.06,0.11,0.28,,,,,,0.05,0.16,0.15,5876.0,147.6,105.0,,,,,Kepler-1576.xml
Kepler-1577,Kepler-1577,0.78,0.04,0.04,0.74,0.03,0.03,,,,,,0.00,0.16,0.15,4862.0,75.1,84.3,,,,,Kepler-1577.xml
Kepler-1578,Kepler-1578,0.90,0.07,0.05,0.86,0.07,0.09,,,,,,-0.13,0.20,0.17,5545.0,74.3,73.2,,,,,Kepler-1578.xml
Kepler-1579,Kepler-1579,0.75,0.04,0.03,0.70,0.03,0.02,,,,,,0.11,0.20,0.13,4584.0,74.2,61.6,,,,,Kepler-1579.xml
Kepler-158,Kepler-158|KOI-446|KIC 4633570,0.6550,0.0150,0.0150,0.624,.079,0.079,,,,,,,,,4623,200,200,,,,,Kepler-158.xml
Kepler-1580,Kepler-1580,1.47,0.11,0.11,2.15,0.30,0.30,,,,,,0.12,0.08,0.10,6228.0,81.5,75.2,,,,,Kepler-1580.xml
Kepler-1581,Kepler-1581,1.12,0.04,0.06,1.23,0.14,0.20,,,,,,0.07,0.08,0.08,6022.0,66.8,81.9,,,,,Kepler-1581.xml
Kepler-1582,Kepler-1582,0.28,0.03,0.03,0.30,0.03,0.02,,,,,,0.48,0.03,0.01,3208.0,23.9,24.6,,,,,Kepler-1582.xml
Kepler-1583,Kepler-1583,0.94,0.06,0.05,0.91,0.07,0.12,,,,,,-0.07,0.17,0.15,5645.0,81.5,83.9,,,,,Kepler-1583.xml
Kepler-1584,Kepler-1584,1.10,0.07,0.09,1.13,0.12,0.28,,,,,,0.00,0.20,0.14,6069.0,93.5,86.3,,,,,Kepler-1584.xml
Kepler-1585,Kepler-1585,0.94,0.05,0.05,0.91,0.06,0.12,,,,,,0.08,0.14,0.14,5538.0,154.2,111.3,,,,,Kepler-1585.xml
Kepler-1586,Kepler-1586,1.45,0.19,0.23,1.75,0.37,0.69,,,,,,0.06,0.15,0.13,6681.0,299.6,268.0,,,,,Kepler-1586.xml
Kepler-1587,Kepler-1587,1.08,0.04,0.06,1.22,0.15,0.19,,,,,,0.07,0.09,0.09,5933.0,78.0,79.1,,,,,Kepler-1587.xml
Kepler-1588,Kepler-1588,0.96,0.05,0.04,0.99,0.08,0.12,,,,,,-0.14,0.13,0.13,5817.0,56.9,69.5,,,,,Kepler-1588.xml
Kepler-1589,Kepler-1589,1.18,0.11,0.17,1.25,0.18,0.50,,,,,,0.08,0.14,0.15,6166.0,232.4,169.8,,,,,Kepler-1589.xml
Kepler-159,Kepler-159|KOI-448|KIC 5640085,0.6280,0.0150,0.0150,0.663,.034,0.034,,,,,,,,,4625,100,100,,,,,Kepler-159.xml
Kepler-1590,Kepler-1590,1.11,0.07,0.10,1.16,0.14,0.34,,,,,,0.03,0.16,0.13,6053.0,137.0,122.9,,,,,Kepler-1590.xml
Kepler-1591,Kepler-1591,1.10,0.10,0.13,1.16,0.17,0.36,,,,,,0.01,0.17,0.14,6082.0,232.1,168.1,,,,,Kepler-1591.xml
Kepler-1592,Kepler-1592,1.18,0.12,0.20,1.28,0.23,0.57,,,,,,0.04,0.17,0.13,6213.0,246.3,223.9,,,,,Kepler-1592.xml
Kepler-1593,Kepler-1593,0.81,0.05,0.06,0.77,0.05,0.07,,,,,,0.02,0.17,0.17,4995.0,219.4,243.2,,,,,Kepler-1593.xml
Kepler-1594,Kepler-1594,1.06,0.07,0.07,1.08,0.11,0.26,,,,,,0.03,0.17,0.14,5946.0,125.4,94.8,,,,,Kepler-1594.xml
Kepler-1595,Kepler-1595,0.84,0.04,0.04,0.80,0.04,0.05,,,,,,-0.02,0.17,0.15,5203.0,66.1,61.2,,,,,Kepler-1595.xml
Kepler-1596,Kepler-1596,0.95,0.07,0.05,0.92,0.07,0.11,,,,,,-0.11,0.21,0.16,5706.0,66.3,76.5,,,,,Kepler-1596.xml
Kepler-1597,Kepler-1597,1.25,0.11,0.20,1.39,0.21,0.61,,,,,,0.02,0.18,0.12,6377.0,114.2,131.9,,,,,Kepler-1597.xml
Kepler-1598,Kepler-1598,1.07,0.06,0.07,1.09,0.10,0.31,,,,,,0.04,0.16,0.14,5940.0,88.8,75.0,,,,,Kepler-1598.xml
Kepler-1599,Kepler-1599,0.99,0.05,0.06,0.99,0.09,0.18,,,,,,0.02,0.16,0.13,5767.0,125.2,97.6,,,,,Kepler-1599.xml
Kepler-16 A,Kepler-16 A|KOI-1611 A|KIC 12644769 A,0.6897,,,0.6489,,,,,,,,-0.3,,,4450,,,K,,,,Kepler-16.xml
Kepler-16 B,Kepler-16 B|KOI-1611 B|KOI-1611.01|KIC 12644769 B,0.20255,,,0.22623,,,,,,,,,,,,,,M,,,,Kepler-16.xml
Kepler-160,Kepler-160|KOI-456|KIC 7269974,0.9930,0.0860,0.0860,0.884,.430,0.430,,,,,,,,,5857,200,200,,,,,Kepler-160.xml
Kepler-1600,Kepler-1600,0.86,0.04,0.04,0.82,0.04,0.05,,,,,,0.07,0.15,0.14,5214.0,91.4,66.7,,,,,Kepler-1600.xml
Kepler-1601,Kepler-1601,1.04,0.06,0.07,1.07,0.12,0.31,,,,,,0.05,0.15,0.14,5869.0,118.6,90.8,,,,,Kepler-1601.xml
Kepler-1602,Kepler-1602,1.22,0.11,0.20,1.36,0.22,0.58,,,,,,0.02,0.17,0.12,6296.0,152.7,217.7,,,,,Kepler-1602.xml
Kepler-1603,Kepler-1603,1.21,0.10,0.15,1.31,0.18,0.48,,,,,,0.07,0.14,0.14,6241.0,168.5,116.7,,,,,Kepler-1603.xml
Kepler-1604,Kepler-1604,0.81,0.04,0.03,0.76,0.03,0.03,,,,,,0.02,0.16,0.15,4976.0,51.4,49.6,,,,,Kepler-1604.xml
Kepler-1605,Kepler-1605,0.86,0.04,0.04,0.82,0.05,0.06,,,,,,-0.01,0.16,0.15,5280.0,59.1,56.1,,,,,Kepler-1605.xml
Kepler-1606,Kepler-1606,0.90,0.04,0.04,0.86,0.05,0.08,,,,,,0.01,0.16,0.14,5422.0,63.5,59.9,,,,,Kepler-1606.xml
Kepler-1607,Kepler-1607,1.14,0.10,0.14,1.21,0.18,0.43,,,,,,0.05,0.15,0.14,6116.0,199.2,118.5,,,,,Kepler-1607.xml
Kepler-1608,Kepler-1608,0.75,0.07,0.05,0.72,0.07,0.05,,,,,,-0.24,0.24,0.20,4992.0,73.0,119.0,,,,,Kepler-1608.xml
Kepler-1609,Kepler-1609,1.18,0.09,0.16,1.27,0.17,0.51,,,,,,0.10,0.13,0.14,6132.0,146.7,89.0,,,,,Kepler-1609.xml
Kepler-161,Kepler-161|KOI-457|KIC 7440748,0.7830,0.0550,0.0550,0.806,.052,0.052,,,,,,,,,5078,100,100,,,,,Kepler-161.xml
Kepler-1610,Kepler-1610,0.91,0.04,0.04,0.87,0.04,0.09,,,,,,0.10,0.14,0.15,5383.0,82.7,61.7,,,,,Kepler-1610.xml
Kepler-1611,Kepler-1611,0.94,0.05,0.04,0.93,0.07,0.17,,,,,,0.01,0.17,0.14,5605.0,122.5,89.7,,,,,Kepler-1611.xml
Kepler-1612,Kepler-1612,0.96,0.05,0.05,0.94,0.07,0.16,,,,,,0.03,0.17,0.14,5643.0,130.3,105.0,,,,,Kepler-1612.xml
Kepler-1613,Kepler-1613,1.08,0.07,0.08,1.12,0.12,0.24,,,,,,0.01,0.17,0.15,6005.0,111.6,92.9,,,,,Kepler-1613.xml
Kepler-1614,Kepler-1614,0.79,0.06,0.05,0.76,0.07,0.05,,,,,,-0.17,0.22,0.17,5121.0,46.1,50.4,,,,,Kepler-1614.xml
Kepler-1615,Kepler-1615,1.04,0.06,0.06,1.05,0.09,0.24,,,,,,0.06,0.16,0.15,5865.0,105.6,86.0,,,,,Kepler-1615.xml
Kepler-1616,Kepler-1616,1.21,0.10,0.19,1.34,0.19,0.62,,,,,,0.02,0.16,0.13,6266.0,92.8,93.5,,,,,Kepler-1616.xml
Kepler-1617,Kepler-1617,1.15,0.08,0.13,1.22,0.15,0.38,,,,,,0.01,0.17,0.12,6167.0,78.0,84.8,,,,,Kepler-1617.xml
Kepler-1618,Kepler-1618,1.41,0.15,0.22,1.65,0.29,0.68,,,,,,0.04,0.16,0.13,6620.0,143.9,213.8,,,,,Kepler-1618.xml
Kepler-1619,Kepler-1619,1.00,0.07,0.06,1.00,0.09,0.19,,,,,,-0.07,0.22,0.15,5852.0,81.0,90.7,,,,,Kepler-1619.xml
Kepler-162,Kepler-162|KOI-459|KIC 7977197,0.9530,0.0910,0.0910,0.958,.509,0.509,,,,,,,,,5816,200,200,,,,,Kepler-162.xml
Kepler-1620,Kepler-1620,1.15,0.10,0.16,1.23,0.18,0.48,,,,,,0.03,0.16,0.13,6157.0,167.6,120.8,,,,,Kepler-1620.xml
Kepler-1621,Kepler-1621,1.15,0.11,0.20,1.24,0.20,0.46,,,,,,0.03,0.16,0.13,6158.0,219.7,276.9,,,,,Kepler-1621.xml
Kepler-1622,Kepler-1622,1.31,0.13,0.22,1.50,0.26,0.69,,,,,,0.04,0.14,0.13,6436.0,172.8,154.5,,,,,Kepler-1622.xml
Kepler-1623,Kepler-1623,1.00,0.07,0.07,1.00,0.11,0.23,,,,,,0.04,0.17,0.14,5772.0,187.2,140.3,,,,,Kepler-1623.xml
Kepler-1624,Kepler-1624,0.50,0.04,0.03,0.47,0.04,0.03,,,,,,0.06,0.12,0.11,3636.0,53.4,59.0,,,,,Kepler-1624.xml
Kepler-1625,Kepler-1625,0.96,0.06,0.06,0.94,0.08,0.13,,,,,,0.01,0.19,0.13,5677.0,162.1,107.4,,,,,Kepler-1625.xml
Kepler-1626,Kepler-1626,1.51,0.20,0.21,1.85,0.39,0.60,,,,,,0.04,0.15,0.13,6826.0,316.8,286.4,,,,,Kepler-1626.xml
Kepler-1627,Kepler-1627,0.87,0.06,0.05,0.84,0.07,0.09,,,,,,-0.10,0.18,0.16,5445.0,121.2,93.9,,,,,Kepler-1627.xml
Kepler-1628,Kepler-1628,0.55,0.03,0.04,0.52,0.03,0.04,,,,,,0.17,0.11,0.10,3724.0,48.6,65.6,,,,,Kepler-1628.xml
Kepler-1629,Kepler-1629,1.01,0.05,0.05,1.01,0.08,0.19,,,,,,0.05,0.16,0.15,5776.0,74.7,68.4,,,,,Kepler-1629.xml
Kepler-163,Kepler-163|KOI-471|KIC 10019643,0.9600,0.0760,0.0760,0.917,.380,0.380,,,,,,,,,5776,200,200,,,,,Kepler-163.xml
Kepler-1630,Kepler-1630,0.66,0.03,0.05,0.63,0.02,0.05,,,,,,-0.46,0.10,0.23,4736.0,64.3,97.3,,,,,Kepler-1630.xml
Kepler-1631,Kepler-1631,0.97,0.06,0.05,0.95,0.08,0.13,,,,,,0.04,0.17,0.15,5679.0,148.9,101.5,,,,,Kepler-1631.xml
Kepler-1632,Kepler-1632,1.12,0.10,0.14,1.19,0.17,0.40,,,,,,0.00,0.19,0.13,6137.0,176.5,159.6,,,,,Kepler-1632.xml
Kepler-1633,Kepler-1633,1.20,0.09,0.17,1.32,0.18,0.54,,,,,,0.02,0.16,0.13,6256.0,118.4,119.7,,,,,Kepler-1633.xml
Kepler-1634,Kepler-1634,0.92,0.05,0.05,0.89,0.06,0.10,,,,,,0.02,0.16,0.15,5474.0,144.4,149.6,,,,,Kepler-1634.xml
Kepler-1635,Kepler-1635,0.89,0.04,0.04,0.85,0.04,0.08,,,,,,0.06,0.16,0.16,5347.0,54.0,51.1,,,,,Kepler-1635.xml
Kepler-1636,Kepler-1636,1.01,0.06,0.08,1.02,0.11,0.23,,,,,,0.03,0.15,0.13,5797.0,166.6,171.8,,,,,Kepler-1636.xml
Kepler-1637,Kepler-1637,1.02,0.05,0.06,1.02,0.09,0.20,,,,,,0.07,0.16,0.15,5789.0,94.9,79.6,,,,,Kepler-1637.xml
Kepler-1638,Kepler-1638,0.97,0.06,0.05,0.95,0.08,0.17,,,,,,-0.01,0.19,0.14,5710.0,111.4,96.7,,,,,Kepler-1638.xml
Kepler-1639,Kepler-1639,1.12,0.08,0.11,1.18,0.14,0.34,,,,,,-0.03,0.18,0.14,6150.0,82.9,91.5,,,,,Kepler-1639.xml
Kepler-164,Kepler-164|KOI-474|KIC 10460984,1.1500,0.1200,0.1200,1.148,.219,0.219,,,,,,,,,5888,13,113,,,,,Kepler-164.xml
Kepler-1640,Kepler-1640,1.27,0.10,0.21,1.43,0.21,0.65,,,,,,0.10,0.13,0.15,6324.0,142.3,102.0,,,,,Kepler-1640.xml
Kepler-1641,Kepler-1641,1.12,0.12,0.16,1.19,0.19,0.40,,,,,,-0.02,0.21,0.14,6152.0,233.6,174.0,,,,,Kepler-1641.xml
Kepler-1642,Kepler-1642,0.88,0.05,0.06,0.84,0.06,0.09,,,,,,-0.01,0.17,0.14,5355.0,191.9,178.9,,,,,Kepler-1642.xml
Kepler-1643,Kepler-1643,0.92,0.05,0.04,0.88,0.05,0.09,,,,,,-0.01,0.17,0.14,5508.0,48.8,58.7,,,,,Kepler-1643.xml
Kepler-1644,Kepler-1644,0.89,0.05,0.05,0.86,0.06,0.09,,,,,,-0.10,0.18,0.17,5499.0,63.1,66.4,,,,,Kepler-1644.xml
Kepler-1645,Kepler-1645,1.02,0.06,0.06,1.02,0.10,0.24,,,,,,0.04,0.16,0.14,5812.0,151.4,119.7,,,,,Kepler-1645.xml
Kepler-1646,Kepler-1646,0.24,0.06,0.06,0.26,0.05,0.05,,,,,,0.04,0.13,0.13,3299.0,41.1,36.2,,,,,Kepler-1646.xml
Kepler-165,Kepler-165|KOI-475|KIC 10577994,0.7900,0.0320,0.0320,0.770,.467,0.467,,,,,,,,,5211,200,200,,,,,Kepler-165.xml
Kepler-166,Kepler-166|KOI-481|KIC 11192998,0.8790,0.0780,0.0780,0.742,.382,0.382,,,,,,,,,5413,200,200,,,,,Kepler-166.xml
Kepler-167,Kepler-167|KOI-490|KIC 3239945,0.7130,0.0200,0.0200,0.696,.037,0.037,,,,,,,,,4796,100,100,,,,,Kepler-167.xml
Kepler-168,Kepler-168|KOI-497|KIC 4757437,1.1200,0.1100,0.1100,1.107,.496,0.496,,,,,,,,,6282,200,200,,,,,Kepler-168.xml
Kepler-169,Kepler-169|KOI-505|KIC 5689351,0.9180,0.0520,0.0520,0.763,.046,0.046,,,,,,,,,4997,100,100,,,,,Kepler-169.xml
Kepler-17,Kepler-17|KOI-203|KIC 10619192,1.16,0.06,0.06,1.05,0.03,0.03,,,,,,0.26,0.10,0.10,5781,85,85,G2V,14,,,Kepler-17.xml
Kepler-170,Kepler-170|KOI-508|KIC 6266741,1.0890,0.0230,0.0230,1.035,.058,0.058,,,,,,,,,5679,7,57,,,,,Kepler-170.xml
Kepler-171,Kepler-171|KOI-509|KIC 6381846,0.9310,0.0550,0.0550,0.839,.376,0.376,,,,,,,,,5642,200,200,,,,,Kepler-171.xml
Kepler-172,Kepler-172|KOI-510|KIC 6422155,0.8500,0.0760,0.0760,1.085,.191,0.191,,,,,,,,,5526,100,100,,,,,Kepler-172.xml
Kepler-173,Kepler-173|KOI-511|KIC 6451936,1.0600,0.1200,0.1200,0.949,.473,0.473,,,,,,,,,6031,200,200,,,,,Kepler-173.xml
Kepler-174,Kepler-174|KOI-518|KIC 8017703,0.6020,0.0190,0.0190,0.622,.032,0.032,,,,,,,,,4880,26,126,,,,,Kepler-174.xml
Kepler-175,Kepler-175|KOI-519|KIC 8022244,1.0450,0.0880,0.0880,1.010,.504,0.504,,,,,,,,,6064,200,200,,,,,Kepler-175.xml
Kepler-176,Kepler-176|KOI-520|KIC 8037145,,,,0.891,.456,0.456,,,,,,,,,5232,200,200,,,,,Kepler-176.xml
Kepler-178,Kepler-178|KOI-528|KIC 9941859,0.8900,0.0950,0.0950,1.066,.454,0.454,,,,,,,,,5676,200,200,,,,,Kepler-178.xml
Kepler-179,Kepler-179|KOI-534|KIC 10554999,0.8420,0.0250,0.0250,0.759,.307,0.307,,,,,,,,,5302,200,200,,,,,Kepler-179.xml
Kepler-18,Kepler-18|KOI-137|KIC 8644288,0.972,,,1.108,,,,,,,,0.2,,,5383.0,,,,14,,,Kepler-18.xml
Kepler-180,Kepler-180|KOI-542|KIC 11669239,0.9100,0.1100,0.1100,1.063,.471,0.471,,,,,,,,,5731,200,200,,,,,Kepler-180.xml
Kepler-181,Kepler-181|KOI-543|KIC 11823054,0.8530,0.0320,0.0320,0.749,.367,0.367,,,,,,,,,5333,200,200,,,,,Kepler-181.xml
Kepler-182,Kepler-182|KOI-546|KIC 12058931,1.1000,0.1500,0.1500,1.146,.512,0.512,,,,,,,,,6250,200,200,,,,,Kepler-182.xml
Kepler-183,Kepler-183|KOI-551|KIC 4270253,0.9900,0.0700,0.0700,0.958,.414,0.414,,,,,,,,,5888,200,200,,,,,Kepler-183.xml
Kepler-184,Kepler-184|KOI-567|KIC 7445445,0.9700,0.1200,0.1200,0.873,.490,0.490,,,,,,,,,5788,200,200,,,,,Kepler-184.xml
Kepler-185,Kepler-185|KOI-569|KIC 8008206,0.7730,0.0780,0.0780,0.806,.460,0.460,,,,,,,,,5208,200,200,,,,,Kepler-185.xml
Kepler-186,Kepler-186|KOI-571|KIC 8120608,0.478,0.055,0.055,0.472,0.052,0.052,,,,,,-0.28,0.1,0.1,3788,54,54,,,,,Kepler-186.xml
Kepler-187,Kepler-187|KOI-572|KIC 8193178,1.0000,0.1000,0.1000,1.287,.247,0.247,,,,,,,,,6105,29,129,,,,,Kepler-187.xml
Kepler-188,Kepler-188|KOI-573|KIC 8344004,1.0100,0.1200,0.1200,1.141,.514,0.514,,,,,,,,,6021,200,200,,,,,Kepler-188.xml
Kepler-189,Kepler-189|KOI-574|KIC 8355239,0.8240,0.0410,0.0410,0.750,.376,0.376,,,,,,,,,5235,200,200,,,,,Kepler-189.xml
Kepler-19,Kepler-19|KOI-84|KIC 2571238,0.936,0.040,0.040,0.850,0.018,0.018,1.9,1.7,1.7,,,-0.13,,,5541,60,60,G8V,12,,,Kepler-19.xml
Kepler-190,Kepler-190|KOI-579|KIC 8616637,0.8020,0.0480,0.0480,0.795,.049,0.049,,,,,,,,,5106,100,100,,,,,Kepler-190.xml
Kepler-191,Kepler-191|KOI-582|KIC 9020160,0.8280,0.0730,0.0730,0.789,.390,0.390,,,,,,,,,5282,200,200,,,,,Kepler-191.xml
Kepler-192,Kepler-192|KOI-584|KIC 9146018,0.9050,0.0350,0.0350,1.007,.164,0.164,,,,,,,,,5479,100,100,,,,,Kepler-192.xml
Kepler-193,Kepler-193|KOI-590|KIC 9782691,1.1390,0.0860,0.0860,1.147,.515,0.515,,,,,,,,,6335,200,200,,,,,Kepler-193.xml
Kepler-194,Kepler-194|KOI-597|KIC 10600261,1.0530,0.0920,0.0920,1.025,.537,0.537,,,,,,,,,6089,200,200,,,,,Kepler-194.xml
Kepler-195,Kepler-195|KOI-598|KIC 10656823,0.8430,0.0460,0.0460,0.775,.284,0.284,,,,,,,,,5329,200,200,,,,,Kepler-195.xml
Kepler-196,Kepler-196|KOI-612|KIC 6587002,,,,0.782,.056,0.056,,,,,,,,,5128,100,100,,,,,Kepler-196.xml
Kepler-197,Kepler-197|KOI-623|KIC 12068975,0.8640,0.0350,0.0350,1.120,0.033,0.033,,,,,,,,,6004,102,102,,11.78,0.17,0.17,Kepler-197.xml
Kepler-198,Kepler-198|KOI-624|KIC 3541946,0.9580,0.0450,0.0450,0.940,.139,0.139,,,,,,,,,5574,100,100,,,,,Kepler-198.xml
Kepler-199,Kepler-199|KOI-638|KIC 5113822,1.0030,0.0810,0.0810,0.967,.173,0.173,,,,,,,,,5644,17,117,,,,,Kepler-199.xml
Kepler-20,Kepler-20|KOI-70|KIC 6850504,0.912,,,0.944,,,,,,,,0.02,,,5466.0,,,G8,12.5,,,Kepler-20.xml
Kepler-200,Kepler-200|KOI-654|KIC 5941160,1.0420,0.0990,0.0990,0.944,.158,0.158,,,,,,,,,5678,100,100,,,,,Kepler-200.xml
Kepler-201,Kepler-201|KOI-655|KIC 5966154,1.1770,0.0510,0.0510,1.229,.240,0.240,,,,,,,,,6065,17,117,,,,,Kepler-201.xml
Kepler-202,Kepler-202|KOI-657|KIC 6020753,0.6830,0.0180,0.0180,0.667,.034,0.034,,,,,,,,,4668,100,100,,,,,Kepler-202.xml
Kepler-203,Kepler-203|KOI-658|KIC 6062088,1.0100,0.1500,0.1500,1.114,.213,0.213,,,,,,,,,5821,100,100,,,,,Kepler-203.xml
Kepler-204,Kepler-204|KOI-661|KIC 6347299,1.0500,0.1300,0.1300,1.238,.263,0.263,,,,,,,,,5812,100,100,,,,,Kepler-204.xml
Kepler-205,Kepler-205|KOI-663|KIC 6425957,0.5920,0.0140,0.0140,0.546,.022,0.022,,,,,,,,,4321,100,100,,,,,Kepler-205.xml
Kepler-206,Kepler-206|KOI-664|KIC 6442340,1.0210,0.0980,0.0980,1.185,.228,0.228,,,,,,,,,5764,100,100,,,,,Kepler-206.xml
Kepler-207,Kepler-207|KOI-665|KIC 6685609,1.0400,0.0940,0.0940,1.588,.302,0.302,,,,,,,,,5920,16,116,,,,,Kepler-207.xml
Kepler-208,Kepler-208|KOI-671|KIC 7040629,0.9630,,,1.314,.243,0.243,,,,,,,,,6092,100,100,,,,,Kepler-208.xml
Kepler-209,Kepler-209|KOI-672|KIC 7115785,0.9310,0.0320,0.0320,0.935,.138,0.138,,,,,,,,,5513,100,100,,,,,Kepler-209.xml
